Category,Reference,Text
Gratitude,Colossians ,"Paul, an apostle of Christ Jesus by the will of God, and Timothy our brother, To God�s holy people in Colossae, the faithful brothers and sisters in Christ: Grace and peace to you from God our Father. Thanksgiving and Prayer We always thank God, the Father of our Lord Jesus Christ, when we pray for you, because we have heard of your faith in Christ Jesus and of the love you have for all God�s people � the faith and love that spring from the hope stored up for you in heaven and about which you have already heard in the true message of the gospel that has come to you. In the same way, the gospel is bearing fruit and growing throughout the whole world �just as it has been doing among you since the day you heard it and truly understood God�s grace. You learned it from Epaphras, our dear fellow servant, who is a faithful minister of Christ on our behalf, and who also told us of your love in the Spirit. For this reason, since the day we heard about you, we have not stopped praying for you. We continually ask God to fill you with the knowledge of his will through all the wisdom and understanding that the Spirit gives, so that you may live a life worthy of the Lord and please him in every way: bearing fruit in every good work, growing in the knowledge of God, being strengthened with all power according to his glorious might so that you may have great endurance and patience, and giving joyful thanks to the Father, who has qualified you to share in the inheritance of his holy people in the kingdom of light. For he has rescued us from the dominion of darkness and brought us into the kingdom of the Son he loves, in whom we have redemption, the forgiveness of sins. The Supremacy of the Son of God The Son is the image of the invisible God, the firstborn over all creation. For in him all things were created: things in heaven and on earth, visible and invisible, whether thrones or powers or rulers or authorities; all things have been created through him and for him. He is before all things, and in him all things hold together. And he is the head of the body, the church; he is the beginning and the firstborn from among the dead, so that in everything he might have the supremacy. For God was pleased to have all his fullness dwell in him, and through him to reconcile to himself all things, whether things on earth or things in heaven, by making peace through his blood, shed on the cross. Once you were alienated from God and were enemies in your minds because of your evil behavior. But now he has reconciled you by Christ�s physical body through death to present you holy in his sight, without blemish and free from accusation � if you continue in your faith, established and firm, and do not move from the hope held out in the gospel. This is the gospel that you heard and that has been proclaimed to every creature under heaven, and of which I, Paul, have become a servant. Paul�s Labor for the Church Now I rejoice in what I am suffering for you, and I fill up in my flesh what is still lacking in regard to Christ�s afflictions, for the sake of his body, which is the church. I have become its servant by the commission God gave me to present to you the word of God in its fullness� the mystery that has been kept hidden for ages and generations, but is now disclosed to the Lord�s people. To them God has chosen to make known among the Gentiles the glorious riches of this mystery, which is Christ in you, the hope of glory. He is the one we proclaim, admonishing and teaching everyone with all wisdom, so that we may present everyone fully mature in Christ. To this end I strenuously contend with all the energy Christ so powerfully works in me. Footnotes Colossians 1:2 The Greek word for brothers and sisters ( adelphoi ) refers here to believers, both men and women, as part of God�s family; also in 4:15. Colossians 1:2 Some manuscripts Father and the Lord Jesus Christ Colossians 1:7 Or slave Colossians 1:7 Some manuscripts your Colossians 1:9 Or all spiritual wisdom and understanding Colossians 1:12 Some manuscripts us Colossians 1:21 Or minds, as shown by Cross references Colossians 1:1 : S 1Co 1:1 Colossians 1:1 : S 2Co 1:1 Colossians 1:1 : S Ac 16:1 Colossians 1:2 : Col 4:18 Colossians 1:2 : S Ro 1:7 Colossians 1:3 : S Ro 1:8 Colossians 1:4 : Gal 5:6 Colossians 1:4 : S Ac 9:13; Eph 1:15; Phm 5 Colossians 1:5 : ver 23; 1Th 5:8; Tit 1:2 Colossians 1:5 : 1Pe 1:4 Colossians 1:5 : S 2Ti 2:15 Colossians 1:6 : Jn 15:16 Colossians 1:6 : ver 23; S Ro 10:18 Colossians 1:7 : Col 4:12; Phm 23 Colossians 1:7 : Col 4:7 Colossians 1:8 : Ro 15:30 Colossians 1:9 : ver 4; Eph 1:15 Colossians 1:9 : S Ro 1:10 Colossians 1:9 : S Eph 5:17 Colossians 1:9 : S Eph 1:17 Colossians 1:10 : S Eph 4:1 Colossians 1:10 : S 2Co 5:9 Colossians 1:10 : ver 6 Colossians 1:11 : S Php 4:13 Colossians 1:11 : Eph 4:2 Colossians 1:12 : Eph 5:20 Colossians 1:12 : S Ac 20:32 Colossians 1:12 : S Ac 26:18 Colossians 1:13 : S Ac 26:18 Colossians 1:13 : 2Pe 1:11 Colossians 1:13 : Mt 3:17 Colossians 1:14 : S Ro 3:24 Colossians 1:14 : Eph 1:7 Colossians 1:15 : S Jn 14:9 Colossians 1:15 : S Jn 1:18; 1Ti 1:17; Heb 11:27 Colossians 1:15 : S ver 18 Colossians 1:16 : S Jn 1:3 Colossians 1:16 : Eph 1:20, 21 Colossians 1:16 : S Ro 11:36 Colossians 1:17 : S Jn 1:2 Colossians 1:18 : S Eph 1:22 Colossians 1:18 : ver 24; S 1Co 12:27 Colossians 1:18 : ver 15; Ps 89:27; Ro 8:29; Heb 1:6 Colossians 1:18 : Ac 26:23; Rev 1:5 Colossians 1:19 : S Eph 1:5 Colossians 1:19 : S Jn 1:16 Colossians 1:20 : S Ro 5:10 Colossians 1:20 : Eph 1:10 Colossians 1:20 : S Lk 2:14 Colossians 1:20 : Eph 2:13 Colossians 1:21 : Ro 5:10 Colossians 1:21 : Eph 2:3 Colossians 1:22 : ver 20; S Ro 5:10 Colossians 1:22 : Ro 7:4 Colossians 1:22 : S 2Co 4:14 Colossians 1:22 : Eph 1:4; 5:27 Colossians 1:23 : S Ro 11:22 Colossians 1:23 : Eph 3:17 Colossians 1:23 : ver 5 Colossians 1:23 : ver 6; S Ro 10:18 Colossians 1:23 : ver 25; S 1Co 3:5 Colossians 1:24 : S 2Co 6:10 Colossians 1:24 : S 2Co 1:5 Colossians 1:24 : S 1Co 12:27 Colossians 1:25 : ver 23; S 1Co 3:5 Colossians 1:25 : Eph 3:2 Colossians 1:25 : S Heb 4:12 Colossians 1:26 : S Ro 16:25 Colossians 1:27 : S Mt 13:11 Colossians 1:27 : S Ro 2:4 Colossians 1:27 : S Ro 8:10 Colossians 1:28 : Col 3:16 Colossians 1:28 : 1Co 2:6, 7 Colossians 1:28 : Mt 5:48; Eph 5:27 Colossians 1:29 : 1Co 15:10; 2Co 11:23 Colossians 1:29 : Col 2:1 Colossians 1:29 : Eph 1:19; 3:7"
Identity,2 Corinthians 5:17,"Therefore, if anyone is in Christ, the new creation has come: The old has gone, the new is here! Read full chapter Footnotes 2 Corinthians 5:17 Or Christ, that person is a new creation. Cross references 2 Corinthians 5:17 : S Ro 16:3 2 Corinthians 5:17 : S Jn 1:13; S Ro 6:4; Gal 6:15 2 Corinthians 5:17 : Isa 65:17; Rev 21:4, 5 2 Corinthians 5:17 in all English translations"
Identity,Galatians 2:20,"I have been crucified with Christ and I no longer live, but Christ lives in me. The life I now live in the body, I live by faith in the Son of God, who loved me and gave himself for me. Read full chapter Cross references Galatians 2:20 : S Ro 6:6 Galatians 2:20 : S Ro 8:10; 1Pe 4:2 Galatians 2:20 : S Mt 4:3 Galatians 2:20 : S Ro 8:37 Galatians 2:20 : S Gal 1:4 Galatians 2:20 in all English translations"
Identity,Ephesians 2:10,"For we are God�s handiwork, created in Christ Jesus to do good works, which God prepared in advance for us to do. Read full chapter Cross references Ephesians 2:10 : Isa 29:23; 43:7; 60:21 Ephesians 2:10 : Eph 4:24 Ephesians 2:10 : S Tit 2:14 Ephesians 2:10 in all English translations"
Identity,1 Peter 2:9,"But you are a chosen people, a royal priesthood, a holy nation, God�s special possession, that you may declare the praises of him who called you out of darkness into his wonderful light. Read full chapter Cross references 1 Peter 2:9 : Dt 10:15; 1Sa 12:22 1 Peter 2:9 : ver 5 1 Peter 2:9 : Ex 19:6; Dt 7:6; Isa 62:12 1 Peter 2:9 : S Tit 2:14 1 Peter 2:9 : S Ac 26:18 1 Peter 2:9 in all English translations"
Identity,Romans 8:16-17,"The Spirit himself testifies with our spirit that we are God�s children. Now if we are children, then we are heirs �heirs of God and co-heirs with Christ, if indeed we share in his sufferings in order that we may also share in his glory. Read full chapter Cross references Romans 8:16 : 2Co 1:22; Eph 1:13 Romans 8:16 : S ver 14; S Jn 1:12 Romans 8:17 : S Ac 20:32; Gal 3:29; 4:7; Eph 3:6; Tit 3:7 Romans 8:17 : S 2Co 1:5 Romans 8:17 : 2Ti 2:12; 1Pe 4:13"
Identity,John 1:12,"Yet to all who did receive him, to those who believed in his name, he gave the right to become children of God � Read full chapter Cross references John 1:12 : ver 7; S Jn 3:15 John 1:12 : S 1Jn 3:23 John 1:12 : Dt 14:1; S Ro 8:14; 8:16, 21; Eph 5:1; 1Jn 3:1, 2 John 1:12 in all English translations"
Identity,Colossians 3:3,"For you died, and your life is now hidden with Christ in God. Read full chapter Cross references Colossians 3:3 : S Ro 6:2; 2Co 5:14 Colossians 3:3 in all English translations"
Identity,1 John 3:1,"See what great love the Father has lavished on us, that we should be called children of God! And that is what we are! The reason the world does not know us is that it did not know him. Read full chapter Cross references 1 John 3:1 : S Jn 3:16 1 John 3:1 : ver 2, 10; S Jn 1:12 1 John 3:1 : Jn 15:21; 16:3 1 John 3:1 in all English translations"
Identity,Ephesians 1:4-5,"For he chose us in him before the creation of the world to be holy and blameless in his sight. In love he predestined us for adoption to sonship through Jesus Christ, in accordance with his pleasure and will� Read full chapter Footnotes Ephesians 1:5 Or sight in love. He Ephesians 1:5 The Greek word for adoption to sonship is a legal term referring to the full legal standing of an adopted male heir in Roman culture. Cross references Ephesians 1:4 : 2Th 2:13 Ephesians 1:4 : S Mt 25:34 Ephesians 1:4 : Lev 11:44; 20:7; 2Sa 22:24; Ps 15:2; Eph 5:27; Col 1:22 Ephesians 1:4 : Eph 4:2, 15, 16 Ephesians 1:5 : ver 11; Ro 8:29, 30 Ephesians 1:5 : S Ro 8:14, 15 Ephesians 1:5 : Lk 12:32; 1Co 1:21; Col 1:19"
Identity,Romans 12:2,"Do not conform to the pattern of this world, but be transformed by the renewing of your mind. Then you will be able to test and approve what God�s will is �his good, pleasing and perfect will. Read full chapter Cross references Romans 12:2 : 1Pe 1:14 Romans 12:2 : 1Co 1:20; 2Co 10:2; 1Jn 2:15 Romans 12:2 : Eph 4:23 Romans 12:2 : S Eph 5:17 Romans 12:2 : S 1Ti 5:4 Romans 12:2 in all English translations"
Identity,Genesis 1:27,"So God created mankind in his own image, in the image of God he created them; male and female he created them. Read full chapter Cross references Genesis 1:27 : S ver 1 Genesis 1:27 : Ge 2:7; Ps 103:14; 119:73 Genesis 1:27 : S ver 26 Genesis 1:27 : Ge 5:1 Genesis 1:27 : Ge 5:2; Mt 19:4*; Mk 10:6*; Gal 3:28 Genesis 1:27 : Dt 4:32 Genesis 1:27 in all English translations"
Identity,Philippians 3:20,"But our citizenship is in heaven. And we eagerly await a Savior from there, the Lord Jesus Christ, Read full chapter Cross references Philippians 3:20 : Eph 2:19 Philippians 3:20 : Col 3:1; Heb 12:22 Philippians 3:20 : S 1Co 1:7 Philippians 3:20 in all English translations"
Identity,Colossians 2:9-10,"For in Christ all the fullness of the Deity lives in bodily form, and in Christ you have been brought to fullness. He is the head over every power and authority. Read full chapter Cross references Colossians 2:9 : S Jn 1:16 Colossians 2:10 : S Eph 1:22 Colossians 2:10 : S Mt 28:18"
Identity,Romans 6:6,"For we know that our old self was crucified with him so that the body ruled by sin might be done away with, that we should no longer be slaves to sin � Read full chapter Footnotes Romans 6:6 Or be rendered powerless Cross references Romans 6:6 : S Gal 5:24; Eph 4:22; Col 3:9 Romans 6:6 : S ver 2; ver 3-8; 2Co 4:10; Gal 2:20; 5:24; 6:14; Php 3:10; Col 2:12, 20; 3:3 Romans 6:6 : Ro 7:24 Romans 6:6 : S ver 16 Romans 6:6 in all English translations"
Identity,1 Corinthians 6:19-20,"Do you not know that your bodies are temples of the Holy Spirit, who is in you, whom you have received from God? You are not your own; you were bought at a price. Therefore honor God with your bodies. Read full chapter Cross references 1 Corinthians 6:19 : Jn 2:21 1 Corinthians 6:19 : Ro 14:7, 8 1 Corinthians 6:20 : Ps 74:2; S Mt 20:28; Ac 20:28; 1Co 7:23; Rev 5:9; 14:4 1 Corinthians 6:20 : Php 1:20"
Identity,John 15:15,"I no longer call you servants, because a servant does not know his master�s business. Instead, I have called you friends, for everything that I learned from my Father I have made known to you. Read full chapter Cross references John 15:15 : Jn 8:26 John 15:15 in all English translations"
Identity,Ephesians 4:24,"and to put on the new self, created to be like God in true righteousness and holiness. Read full chapter Cross references Ephesians 4:24 : S Ro 13:14 Ephesians 4:24 : S Ro 6:4 Ephesians 4:24 : Eph 2:10 Ephesians 4:24 in all English translations"
Identity,Romans 8:1,"Life Through the Spirit Therefore, there is now no condemnation for those who are in Christ Jesus, Read full chapter Cross references Romans 8:1 : ver 34 Romans 8:1 : ver 39; S Ro 16:3 Romans 8:1 in all English translations"
Identity,1 Corinthians 12:27,"Now you are the body of Christ, and each one of you is a part of it. Read full chapter Cross references 1 Corinthians 12:27 : Eph 1:23; 4:12; Col 1:18, 24 1 Corinthians 12:27 : S Ro 12:5 1 Corinthians 12:27 in all English translations"
Identity,Galatians 3:26-28,"So in Christ Jesus you are all children of God through faith, for all of you who were baptized into Christ have clothed yourselves with Christ. There is neither Jew nor Gentile, neither slave nor free, nor is there male and female, for you are all one in Christ Jesus. Read full chapter Cross references Galatians 3:26 : S Ro 8:14 Galatians 3:27 : S Mt 28:19 Galatians 3:27 : S Ro 13:14 Galatians 3:28 : 1Co 12:13; Col 3:11 Galatians 3:28 : Ge 1:27; 5:2; Joel 2:29 Galatians 3:28 : Jn 10:16; 17:11; Eph 2:14, 15"
Identity,1 Thessalonians 5:5,You are all children of the light and children of the day. We do not belong to the night or to the darkness. Read full chapter Cross references 1 Thessalonians 5:5 : S Lk 16:8 1 Thessalonians 5:5 in all English translations
Identity,John 10:14,�I am the good shepherd; I know my sheep and my sheep know me� Read full chapter Cross references John 10:14 : S ver 11 John 10:14 : ver 27; Ex 33:12 John 10:14 in all English translations
Identity,Romans 8:29,"For those God foreknew he also predestined to be conformed to the image of his Son, that he might be the firstborn among many brothers and sisters. Read full chapter Cross references Romans 8:29 : Ro 11:2; 1Pe 1:2 Romans 8:29 : Eph 1:5, 11 Romans 8:29 : 1Co 15:49; 2Co 3:18; Php 3:21; 1Jn 3:2 Romans 8:29 : S Col 1:18 Romans 8:29 in all English translations"
Identity,2 Timothy 1:7,"For the Spirit God gave us does not make us timid, but gives us power, love and self-discipline. Read full chapter Cross references 2 Timothy 1:7 : Jer 42:11; Ro 8:15; 1Co 16:10, 11; 1Ti 4:12; Heb 2:15 2 Timothy 1:7 : Isa 11:2 2 Timothy 1:7 in all English translations"
Identity,1 John 4:4,"You, dear children, are from God and have overcome them, because the one who is in you is greater than the one who is in the world. Read full chapter Cross references 1 John 4:4 : S 1Jn 2:1 1 John 4:4 : S Jn 16:33 1 John 4:4 : Ro 8:31 1 John 4:4 : 2Ki 6:16; S Jn 12:31 1 John 4:4 in all English translations"
Identity,Ephesians 2:19,"Consequently, you are no longer foreigners and strangers, but fellow citizens with God�s people and also members of his household, Read full chapter Cross references Ephesians 2:19 : ver 12 Ephesians 2:19 : Php 3:20 Ephesians 2:19 : Gal 6:10 Ephesians 2:19 in all English translations"
Identity,John 17:22-23,"I have given them the glory that you gave me, that they may be one as we are one � I in them and you in me�so that they may be brought to complete unity. Then the world will know that you sent me and have loved them even as you have loved me. Read full chapter Cross references John 17:22 : Jn 1:14 John 17:22 : S Jn 14:20 John 17:23 : ver 3, 8, 18, 21, 25; S Jn 3:17 John 17:23 : Jn 16:27"
Identity,1 Corinthians 1:30,"It is because of him that you are in Christ Jesus, who has become for us wisdom from God�that is, our righteousness, holiness and redemption. Read full chapter Cross references 1 Corinthians 1:30 : S Ro 16:3 1 Corinthians 1:30 : Jer 23:5, 6; 33:16; 2Co 5:21; Php 3:9 1 Corinthians 1:30 : 1Co 1:2 1 Corinthians 1:30 : S Ro 3:24 1 Corinthians 1:30 in all English translations"
Identity,Isaiah 43:1,"Israel�s Only Savior But now, this is what the Lord says� he who created you, Jacob, he who formed you, Israel: �Do not fear, for I have redeemed you; I have summoned you by name; you are mine. Read full chapter Cross references Isaiah 43:1 : S Isa 27:11 Isaiah 43:1 : S ver 7; S Ge 2:7 Isaiah 43:1 : Ge 32:28; Isa 44:21 Isaiah 43:1 : S Ex 6:6; S Job 19:25 Isaiah 43:1 : S Isa 42:6; 45:3-4; 49:1 Isaiah 43:1 : S Dt 7:6; Mal 3:17 Isaiah 43:1 in all English translations"
Identity,Matthew 5:14,�You are the light of the world. A town built on a hill cannot be hidden. Read full chapter Cross references Matthew 5:14 : Jn 8:12 Matthew 5:14 in all English translations
Identity,Romans 5:8,"But God demonstrates his own love for us in this: While we were still sinners, Christ died for us. Read full chapter Cross references Romans 5:8 : Jn 3:16; 15:13; 1Pe 3:18; 1Jn 3:16; 4:10 Romans 5:8 in all English translations"
Identity,1 John 2:27,"As for you, the anointing you received from him remains in you, and you do not need anyone to teach you. But as his anointing teaches you about all things and as that anointing is real, not counterfeit�just as it has taught you, remain in him. Read full chapter Cross references 1 John 2:27 : ver 20 1 John 2:27 : 1Co 2:12 1 John 2:27 : Jn 15:4 1 John 2:27 in all English translations"
Identity,Colossians 1:13-14,"For he has rescued us from the dominion of darkness and brought us into the kingdom of the Son he loves, in whom we have redemption, the forgiveness of sins. Read full chapter Cross references Colossians 1:13 : S Ac 26:18 Colossians 1:13 : 2Pe 1:11 Colossians 1:13 : Mt 3:17 Colossians 1:14 : S Ro 3:24 Colossians 1:14 : Eph 1:7"
Identity,Galatians 4:7,"So you are no longer a slave, but God�s child; and since you are his child, God has made you also an heir. Read full chapter Cross references Galatians 4:7 : S Ro 8:17 Galatians 4:7 in all English translations"
Identity,1 Corinthians 3:16,"Don�t you know that you yourselves are God�s temple and that God�s Spirit dwells in your midst? Read full chapter Cross references 1 Corinthians 3:16 : 1Co 6:19; 2Co 6:16; Eph 2:21, 22; Heb 3:6 1 Corinthians 3:16 : S Ro 8:9 1 Corinthians 3:16 in all English translations"
Identity,Psalm 139:13-14,"For you created my inmost being; you knit me together in my mother�s womb. I praise you because I am fearfully and wonderfully made; your works are wonderful, I know that full well. Read full chapter Cross references Psalm 139:13 : Ps 119:73 Psalm 139:13 : S Job 10:11 Psalm 139:13 : Isa 44:2, 24; 46:3; 49:5; Jer 1:5 Psalm 139:14 : Ps 119:164; 145:10 Psalm 139:14 : S Job 40:19"
Identity,John 3:16,"For God so loved the world that he gave his one and only Son, that whoever believes in him shall not perish but have eternal life. Read full chapter Cross references John 3:16 : Ro 5:8; Eph 2:4; 1Jn 4:9, 10 John 3:16 : Isa 9:6; Ro 8:32 John 3:16 : Ge 22:12; Jn 1:18 John 3:16 : S ver 15 John 3:16 : ver 36; Jn 6:29, 40; 11:25, 26 John 3:16 in all English translations"
Identity,Ephesians 1:13-14,"And you also were included in Christ when you heard the message of truth, the gospel of your salvation. When you believed, you were marked in him with a seal, the promised Holy Spirit, who is a deposit guaranteeing our inheritance until the redemption of those who are God�s possession�to the praise of his glory. Read full chapter Cross references Ephesians 1:13 : S Ro 16:3 Ephesians 1:13 : Eph 4:21; Col 1:5 Ephesians 1:13 : Eph 4:30 Ephesians 1:13 : Jn 14:16, 17 Ephesians 1:14 : S Ac 20:32; S 2Co 5:5 Ephesians 1:14 : ver 7; S Ro 3:24 Ephesians 1:14 : ver 6, 12"
Identity,Romans 8:37,"No, in all these things we are more than conquerors through him who loved us. Read full chapter Cross references Romans 8:37 : 1Co 15:57 Romans 8:37 : Ro 5:8; Gal 2:20; Eph 5:2; Rev 1:5; 3:9 Romans 8:37 in all English translations"
Identity,2 Corinthians 1:21-22,"Now it is God who makes both us and you stand firm in Christ. He anointed us, set his seal of ownership on us, and put his Spirit in our hearts as a deposit, guaranteeing what is to come. Read full chapter Cross references 2 Corinthians 1:21 : S 1Co 16:13 2 Corinthians 1:21 : 1Jn 2:20, 27 2 Corinthians 1:22 : Ge 38:18; Eze 9:4; Hag 2:23 2 Corinthians 1:22 : S 2Co 5:5"
Identity,1 John 5:18,"We know that anyone born of God does not continue to sin; the One who was born of God keeps them safe, and the evil one cannot harm them. Read full chapter Cross references 1 John 5:18 : S Jn 1:13 1 John 5:18 : S Mt 5:37 1 John 5:18 : Jn 14:30 1 John 5:18 in all English translations"
Identity,Hebrews 4:16,"Let us then approach God�s throne of grace with confidence, so that we may receive mercy and find grace to help us in our time of need. Read full chapter Cross references Hebrews 4:16 : S Heb 7:19 Hebrews 4:16 : S Eph 3:12 Hebrews 4:16 in all English translations"
Identity,Philippians 1:6,"being confident of this, that he who began a good work in you will carry it on to completion until the day of Christ Jesus. Read full chapter Cross references Philippians 1:6 : Ps 138:8 Philippians 1:6 : ver 10; S 1Co 1:8 Philippians 1:6 in all English translations"
Identity,John 8:36,"So if the Son sets you free, you will be free indeed. Read full chapter Cross references John 8:36 : ver 32 John 8:36 in all English translations"
Identity,Romans 3:24,"and all are justified freely by his grace through the redemption that came by Christ Jesus. Read full chapter Cross references Romans 3:24 : S Ro 4:25 Romans 3:24 : Jn 1:14, 16, 17; Ro 4:16; 5:21; 6:14; 11:5; 2Co 12:9; Eph 2:8; 4:7; Tit 2:11; Heb 4:16 Romans 3:24 : Ps 130:7; 1Co 1:30; Gal 4:5; Eph 1:7, 14; Col 1:14; Heb 9:12 Romans 3:24 in all English translations"
Identity,1 Peter 1:23,"For you have been born again, not of perishable seed, but of imperishable, through the living and enduring word of God. Read full chapter Cross references 1 Peter 1:23 : ver 3; S Jn 1:13 1 Peter 1:23 : Jn 1:13 1 Peter 1:23 : S Heb 4:12 1 Peter 1:23 in all English translations"
Identity,2 Corinthians 3:18,"And we all, who with unveiled faces contemplate the Lord�s glory, are being transformed into his image with ever-increasing glory, which comes from the Lord, who is the Spirit. Read full chapter Footnotes 2 Corinthians 3:18 Or reflect Cross references 2 Corinthians 3:18 : 1Co 13:12 2 Corinthians 3:18 : Jn 17:22, 24; 2Co 4:4, 6 2 Corinthians 3:18 : S Ro 8:29 2 Corinthians 3:18 in all English translations"
Identity,Colossians 3:12,"Therefore, as God�s chosen people, holy and dearly loved, clothe yourselves with compassion, kindness, humility, gentleness and patience. Read full chapter Cross references Colossians 3:12 : ver 10 Colossians 3:12 : Php 2:3 Colossians 3:12 : 2Co 6:6; Gal 5:22, 23; Eph 4:2 Colossians 3:12 in all English translations"
Identity,1 John 5:11-12,"And this is the testimony: God has given us eternal life, and this life is in his Son. Whoever has the Son has life; whoever does not have the Son of God does not have life. Read full chapter Cross references 1 John 5:11 : S Mt 25:46 1 John 5:11 : S Jn 1:4 1 John 5:12 : Jn 3:15, 16, 36"
